query,significant,p_value,term_size,query_size,intersection_size,precision,recall,term_id,source,term_name,effective_domain_size,source_order,parents
query_1,TRUE,0.023110637454118888,184,5351,65,0.012147262193982433,0.3532608695652174,GO:0016241,GO:BP,regulation of macroautophagy,21026,5158,
query_1,TRUE,0.0233439567626048,293,4427,83,0.018748588208719223,0.2832764505119454,GO:0045765,GO:BP,regulation of angiogenesis,21026,11439,
query_1,TRUE,0.023440450089332977,257,4784,79,0.016513377926421404,0.30739299610894943,GO:0008654,GO:BP,phospholipid biosynthetic process,21026,3211,
query_1,TRUE,0.023440450089332977,9,2456,5,0.002035830618892508,0.5555555555555556,GO:2000169,GO:BP,regulation of peptidyl-cysteine S-nitrosylation,21026,25062,
query_1,TRUE,0.023613921640735558,9,3827,6,0.001567807682257643,0.6666666666666666,GO:0034182,GO:BP,regulation of maintenance of mitotic sister chromatid cohesion,21026,8427,
query_1,TRUE,0.023613921640735558,9,3827,6,0.001567807682257643,0.6666666666666666,GO:0034091,GO:BP,regulation of maintenance of sister chromatid cohesion,21026,8339,
query_1,TRUE,0.023635634457294177,4,373,2,0.005361930294906166,0.5,GO:0007161,GO:BP,calcium-independent cell-matrix adhesion,21026,2712,
query_1,TRUE,0.023714207741546534,50,1971,12,0.0060882800608828,0.24,GO:0002548,GO:BP,monocyte chemotaxis,21026,1067,
query_1,TRUE,0.02390693565320529,825,3407,165,0.04842970355151159,0.2,GO:0048871,GO:BP,multicellular organismal-level homeostasis,21026,12945,
query_1,TRUE,0.02393083415011953,4,376,2,0.005319148936170213,0.5,GO:1903347,GO:BP,negative regulation of bicellular tight junction assembly,21026,22601,
query_1,TRUE,0.02421113567217947,14,5170,9,0.0017408123791102514,0.6428571428571429,GO:0140718,GO:BP,facultative heterochromatin formation,21026,19613,
query_1,TRUE,0.024280840394019555,30,3481,12,0.0034472852628555013,0.4,GO:0045830,GO:BP,positive regulation of isotype switching,21026,11486,
query_1,TRUE,0.024280840394019555,22,1322,6,0.0045385779122541605,0.2727272727272727,GO:0036120,GO:BP,cellular response to platelet-derived growth factor stimulus,21026,9374,
query_1,TRUE,0.024435968795226134,150,3934,43,0.010930350788002034,0.2866666666666667,GO:0030832,GO:BP,regulation of actin filament length,21026,6880,
query_1,TRUE,0.024435968795226134,402,3615,92,0.02544951590594744,0.22885572139303484,GO:0045859,GO:BP,regulation of protein kinase activity,21026,11509,
query_1,TRUE,0.024486251737316615,226,5405,78,0.014431082331174839,0.34513274336283184,GO:0043413,GO:BP,macromolecule glycosylation,21026,10583,
query_1,TRUE,0.024486251737316615,226,5405,78,0.014431082331174839,0.34513274336283184,GO:0006486,GO:BP,protein glycosylation,21026,2212,
query_1,TRUE,0.024577137770134122,461,4210,118,0.028028503562945367,0.2559652928416486,GO:0007015,GO:BP,actin filament organization,21026,2611,
query_1,TRUE,0.024577137770134122,116,4399,38,0.008638326892475562,0.3275862068965517,GO:0007229,GO:BP,integrin-mediated signaling pathway,21026,2766,
query_1,TRUE,0.024718376947016136,212,3155,48,0.015213946117274169,0.22641509433962265,GO:0031032,GO:BP,actomyosin structure organization,21026,6967,
query_1,TRUE,0.024718376947016136,47,4420,19,0.004298642533936652,0.40425531914893614,GO:0006356,GO:BP,regulation of transcription by RNA polymerase I,21026,2125,
query_1,TRUE,0.024718376947016136,16,87,2,0.022988505747126436,0.125,GO:0048385,GO:BP,regulation of retinoic acid receptor signaling pathway,21026,12553,
query_1,TRUE,0.024806766332226803,31,2895,11,0.0037996545768566492,0.3548387096774194,GO:0070536,GO:BP,protein K63-linked deubiquitination,21026,15941,
query_1,TRUE,0.02482984033610992,430,2432,70,0.028782894736842105,0.16279069767441862,GO:0001503,GO:BP,ossification,21026,318,
query_1,TRUE,0.024837441969538014,32,5253,16,0.0030458785455929945,0.5,GO:0070570,GO:BP,regulation of neuron projection regeneration,21026,15953,
query_1,TRUE,0.025078354352630564,51,546,6,0.01098901098901099,0.11764705882352941,GO:0008089,GO:BP,anterograde axonal transport,21026,3106,
query_1,TRUE,0.02509104004728343,310,5550,105,0.01891891891891892,0.3387096774193548,GO:0019058,GO:BP,viral life cycle,21026,5525,
query_1,TRUE,0.02509104004728343,1,42,1,0.023809523809523808,1,GO:0021685,GO:BP,cerebellar granular layer structural organization,21026,6236,
query_1,TRUE,0.02509104004728343,6,1014,3,0.0029585798816568047,0.5,GO:0060059,GO:BP,embryonic retina morphogenesis in camera-type eye,21026,14114,
query_1,TRUE,0.02509104004728343,50,5513,23,0.0041719571920914205,0.46,GO:0021795,GO:BP,cerebral cortex cell migration,21026,6341,
query_1,TRUE,0.025124523125159025,17,319,3,0.009404388714733543,0.17647058823529413,GO:0051382,GO:BP,kinetochore assembly,21026,13500,
query_1,TRUE,0.025392336520553987,371,2346,60,0.02557544757033248,0.16172506738544473,GO:0009100,GO:BP,glycoprotein metabolic process,21026,3258,
query_1,TRUE,0.025392336520553987,131,3604,36,0.009988901220865706,0.2748091603053435,GO:0019079,GO:BP,viral genome replication,21026,5539,
query_1,TRUE,0.025392336520553987,49,5285,22,0.004162724692526017,0.4489795918367347,GO:2000785,GO:BP,regulation of autophagosome assembly,21026,25592,
query_1,TRUE,0.025392336520553987,16,3479,8,0.0022995113538373095,0.5,GO:1900034,GO:BP,regulation of cellular response to heat,21026,20083,
query_1,TRUE,0.025421564394661523,45,1930,11,0.005699481865284974,0.24444444444444444,GO:0061001,GO:BP,regulation of dendritic spine morphogenesis,21026,14909,
query_1,TRUE,0.025457932943021993,9,3906,6,0.0015360983102918587,0.6666666666666666,GO:1902423,GO:BP,regulation of attachment of mitotic spindle microtubules to kinetochore,21026,21973,
query_1,TRUE,0.025457932943021993,218,2748,44,0.01601164483260553,0.2018348623853211,GO:0051235,GO:BP,maintenance of location,21026,13404,
query_1,TRUE,0.025555111419861318,540,4512,144,0.031914893617021274,0.26666666666666666,GO:0002831,GO:BP,regulation of response to biotic stimulus,21026,1339,
query_1,TRUE,0.025555111419861318,94,4202,31,0.007377439314612089,0.32978723404255317,GO:0021954,GO:BP,central nervous system neuron development,21026,6477,
query_1,TRUE,0.025663413935890552,27,1076,6,0.0055762081784386614,0.2222222222222222,GO:0072010,GO:BP,glomerular epithelium development,21026,16812,
query_1,TRUE,0.02574484944583081,15,96,2,0.020833333333333332,0.13333333333333333,GO:0044771,GO:BP,meiotic cell cycle phase transition,21026,11000,
query_1,TRUE,0.026007512798758573,263,4192,72,0.01717557251908397,0.2737642585551331,GO:0110053,GO:BP,regulation of actin filament organization,21026,19117,
query_1,TRUE,0.026007512798758573,64,2201,15,0.0068150840527033164,0.234375,GO:0031113,GO:BP,regulation of microtubule polymerization,21026,7001,
query_1,TRUE,0.026015481055687944,17,4095,9,0.002197802197802198,0.5294117647058824,GO:0061548,GO:BP,ganglion development,21026,15329,
query_1,TRUE,0.026015481055687944,73,5555,31,0.005580558055805581,0.4246575342465753,GO:0010833,GO:BP,telomere maintenance via telomere lengthening,21026,4426,
query_1,TRUE,0.026015481055687944,352,4053,90,0.02220577350111029,0.2556818181818182,GO:0051336,GO:BP,regulation of hydrolase activity,21026,13481,
query_1,TRUE,0.0264455344869608,48,802,7,0.008728179551122194,0.14583333333333334,GO:0061383,GO:BP,trabecula morphogenesis,21026,15238,
query_1,TRUE,0.026516230865588606,67,5573,29,0.005203660506011125,0.43283582089552236,GO:0001885,GO:BP,endothelial cell development,21026,510,
query_1,TRUE,0.026930009689706106,181,3744,48,0.01282051282051282,0.26519337016574585,GO:0002262,GO:BP,myeloid cell homeostasis,21026,792,
query_1,TRUE,0.026930009689706106,130,4755,44,0.0092534174553102,0.3384615384615385,GO:0002824,GO:BP,positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,21026,1332,
query_1,TRUE,0.026930009689706106,37,4479,16,0.0035722259432909133,0.43243243243243246,GO:0022616,GO:BP,DNA strand elongation,21026,6590,
query_1,TRUE,0.026930009689706106,11,2003,5,0.0024962556165751375,0.45454545454545453,GO:0070601,GO:BP,centromeric sister chromatid cohesion,21026,15976,
query_1,TRUE,0.026930904725647523,408,615,23,0.03739837398373984,0.056372549019607844,GO:0014706,GO:BP,striated muscle tissue development,21026,4622,
query_1,TRUE,0.02693430605482707,72,3934,24,0.006100660904931368,0.3333333333333333,GO:0032272,GO:BP,negative regulation of protein polymerization,21026,7400,
query_1,TRUE,0.026962746099292046,76,501,7,0.013972055888223553,0.09210526315789473,GO:0034103,GO:BP,regulation of tissue remodeling,21026,8348,
query_1,TRUE,0.026980428800929955,14,1514,5,0.0033025099075297227,0.35714285714285715,GO:0001833,GO:BP,inner cell mass cell proliferation,21026,488,
query_1,TRUE,0.027343440077046754,19,4399,10,0.0022732439190725163,0.5263157894736842,GO:0043116,GO:BP,negative regulation of vascular permeability,21026,10443,
query_1,TRUE,0.02749684721778035,10,4902,7,0.0014279885760913912,0.7,GO:0030050,GO:BP,vesicle transport along actin filament,21026,6636,
query_1,TRUE,0.027718725681867683,14,3175,7,0.002204724409448819,0.5,GO:0002327,GO:BP,immature B cell differentiation,21026,857,
query_1,TRUE,0.02773008123467604,6,2456,4,0.0016286644951140066,0.6666666666666666,GO:1902083,GO:BP,negative regulation of peptidyl-cysteine S-nitrosylation,21026,21714,
query_1,TRUE,0.02785384449892781,27,4610,13,0.0028199566160520607,0.48148148148148145,GO:0014742,GO:BP,positive regulation of muscle hypertrophy,21026,4657,
query_1,TRUE,0.027899503307544163,152,2989,35,0.0117096018735363,0.23026315789473684,GO:0033157,GO:BP,regulation of intracellular protein transport,21026,8009,
query_1,TRUE,0.02794167381209839,1669,4058,367,0.09043863972400197,0.21989215098861595,GO:1901700,GO:BP,response to oxygen-containing compound,21026,21371,
query_1,TRUE,0.028066958500766157,13,973,4,0.0041109969167523125,0.3076923076923077,GO:0061029,GO:BP,eyelid development in camera-type eye,21026,14930,
query_1,TRUE,0.02808727634548836,4,1797,3,0.001669449081803005,0.75,GO:0071630,GO:BP,nuclear protein quality control by the ubiquitin-proteasome system,21026,16577,
query_1,TRUE,0.028091741045887384,4,421,2,0.004750593824228029,0.5,GO:0071228,GO:BP,cellular response to tumor cell,21026,16260,
query_1,TRUE,0.028106356598256103,91,3251,25,0.007689941556444171,0.27472527472527475,GO:0002312,GO:BP,B cell activation involved in immune response,21026,842,
query_1,TRUE,0.028143300206722066,51,2548,14,0.005494505494505495,0.27450980392156865,GO:2000573,GO:BP,positive regulation of DNA biosynthetic process,21026,25427,
query_1,TRUE,0.02832116581316476,5,1344,3,0.002232142857142857,0.6,GO:0071962,GO:BP,"mitotic sister chromatid cohesion, centromeric",21026,16775,
query_1,TRUE,0.028484734693465078,7,3637,5,0.0013747594171020072,0.7142857142857143,GO:0070358,GO:BP,actin polymerization-dependent cell motility,21026,15851,
query_1,TRUE,0.028513170010917677,361,2679,65,0.024262784621127288,0.18005540166204986,GO:0009895,GO:BP,negative regulation of catabolic process,21026,3740,
query_1,TRUE,0.028515295622555573,5,3213,4,0.0012449424214130097,0.8,GO:0022614,GO:BP,membrane to membrane docking,21026,6588,
query_1,TRUE,0.028515295622555573,34,4976,16,0.003215434083601286,0.47058823529411764,GO:0071604,GO:BP,transforming growth factor beta production,21026,16559,
query_1,TRUE,0.028584503489076107,11,2041,5,0.002449779519843214,0.45454545454545453,GO:0070934,GO:BP,CRD-mediated mRNA stabilization,21026,16150,
query_1,TRUE,0.028584503489076107,59,4054,21,0.005180069067587568,0.3559322033898305,GO:0032608,GO:BP,interferon-beta production,21026,7601,
query_1,TRUE,0.028584503489076107,59,4054,21,0.005180069067587568,0.3559322033898305,GO:0032648,GO:BP,regulation of interferon-beta production,21026,7640,
query_1,TRUE,0.02865699480055206,962,3275,182,0.055572519083969464,0.1891891891891892,GO:1901652,GO:BP,response to peptide,21026,21338,
query_1,TRUE,0.029225964533330463,5,3238,4,0.0012353304508956147,0.8,GO:0090168,GO:BP,Golgi reassembly,21026,17841,
query_1,TRUE,0.029458384787282348,632,4195,155,0.03694874851013111,0.24525316455696203,GO:0050865,GO:BP,regulation of cell activation,21026,13141,
query_1,TRUE,0.02946301163723686,56,3135,17,0.005422647527910686,0.30357142857142855,GO:0002208,GO:BP,somatic diversification of immunoglobulins involved in immune response,21026,744,
query_1,TRUE,0.02946301163723686,56,3135,17,0.005422647527910686,0.30357142857142855,GO:0002204,GO:BP,somatic recombination of immunoglobulin genes involved in immune response,21026,740,
query_1,TRUE,0.02946301163723686,56,3135,17,0.005422647527910686,0.30357142857142855,GO:0045190,GO:BP,isotype switching,21026,11164,
query_1,TRUE,0.029523976805936006,9,2634,5,0.0018982536066818527,0.5555555555555556,GO:1905603,GO:BP,regulation of blood-brain barrier permeability,21026,24344,
query_1,TRUE,0.029526155749119504,112,256,6,0.0234375,0.05357142857142857,GO:0030148,GO:BP,sphingolipid biosynthetic process,21026,6649,
query_1,TRUE,0.029526155749119504,87,5460,35,0.00641025641025641,0.40229885057471265,GO:0045069,GO:BP,regulation of viral genome replication,21026,11113,
query_1,TRUE,0.029526155749119504,46,2548,13,0.00510204081632653,0.2826086956521739,GO:0032210,GO:BP,regulation of telomere maintenance via telomerase,21026,7349,
query_1,TRUE,0.029526155749119504,268,3309,60,0.01813236627379873,0.22388059701492538,GO:0001894,GO:BP,tissue homeostasis,21026,517,
query_1,TRUE,0.029597869076805877,387,4236,101,0.02384324834749764,0.26098191214470284,GO:0050863,GO:BP,regulation of T cell activation,21026,13139,
query_1,TRUE,0.029597869076805877,16,99,2,0.020202020202020204,0.125,GO:0071103,GO:BP,DNA conformation change,21026,16223,
query_1,TRUE,0.029638371000103244,28,4460,13,0.002914798206278027,0.4642857142857143,GO:2001032,GO:BP,regulation of double-strand break repair via nonhomologous end joining,21026,25826,
query_1,TRUE,0.029699925760688157,57,1312,10,0.007621951219512195,0.17543859649122806,GO:0034204,GO:BP,lipid translocation,21026,8440,
query_1,TRUE,0.029699925760688157,33,4668,15,0.003213367609254499,0.45454545454545453,GO:0031116,GO:BP,positive regulation of microtubule polymerization,21026,7004,
query_1,TRUE,0.030100364237876598,9,1524,4,0.0026246719160104987,0.4444444444444444,GO:1904776,GO:BP,regulation of protein localization to cell cortex,21026,23714,
query_1,TRUE,0.03015253294965285,84,3975,27,0.006792452830188679,0.32142857142857145,GO:0030516,GO:BP,regulation of axon extension,21026,6794,
query_1,TRUE,0.030187904790053205,377,3402,82,0.024103468547912992,0.21750663129973474,GO:0030522,GO:BP,intracellular receptor signaling pathway,21026,6799,
query_1,TRUE,0.030204626320530142,146,4485,46,0.010256410256410256,0.3150684931506849,GO:0032006,GO:BP,regulation of TOR signaling,21026,7273,
query_1,TRUE,0.030438326836371873,947,4141,221,0.05336875150929727,0.23336853220696938,GO:0034097,GO:BP,response to cytokine,21026,8345,
query_1,TRUE,0.030540123108451046,56,2072,13,0.006274131274131274,0.23214285714285715,GO:2000134,GO:BP,negative regulation of G1/S transition of mitotic cell cycle,21026,25044,
query_1,TRUE,0.030703792571526802,46,5018,20,0.0039856516540454365,0.43478260869565216,GO:0007020,GO:BP,microtubule nucleation,21026,2615,
query_1,TRUE,0.030905595766883495,970,3941,216,0.054808424257802586,0.22268041237113403,GO:0007167,GO:BP,enzyme-linked receptor protein signaling pathway,21026,2718,
query_1,TRUE,0.031080052435046607,2,1090,2,0.001834862385321101,1,GO:1904595,GO:BP,positive regulation of termination of RNA polymerase II transcription,21026,23569,
query_1,TRUE,0.031080052435046607,2,1090,2,0.001834862385321101,1,GO:0060566,GO:BP,positive regulation of termination of DNA-templated transcription,21026,14536,
query_1,TRUE,0.031109841772514767,53,2480,14,0.00564516129032258,0.2641509433962264,GO:0051403,GO:BP,stress-activated MAPK cascade,21026,13510,
query_1,TRUE,0.031117537866912022,69,573,7,0.012216404886561954,0.10144927536231885,GO:0098930,GO:BP,axonal transport,21026,18710,
query_1,TRUE,0.031117537866912022,156,893,15,0.0167973124300112,0.09615384615384616,GO:0007043,GO:BP,cell-cell junction assembly,21026,2634,
query_1,TRUE,0.031144925717238058,26,3111,10,0.0032144005143040825,0.38461538461538464,GO:0035313,GO:BP,"wound healing, spreading of epidermal cells",21026,8897,
query_1,TRUE,0.03134192517642012,12,1894,5,0.0026399155227032735,0.4166666666666667,GO:0000727,GO:BP,double-strand break repair via break-induced replication,21026,203,
query_1,TRUE,0.03153533214931414,117,4134,36,0.008708272859216255,0.3076923076923077,GO:0042177,GO:BP,negative regulation of protein catabolic process,21026,9913,
query_1,TRUE,0.03153533214931414,83,5114,32,0.006257332811888932,0.3855421686746988,GO:0046928,GO:BP,regulation of neurotransmitter secretion,21026,12265,
query_1,TRUE,0.03154058020209171,4,457,2,0.00437636761487965,0.5,GO:0140455,GO:BP,cytoplasm protein quality control,21026,19526,
query_1,TRUE,0.03172537308860857,28,5097,14,0.00274671375318815,0.5,GO:0099558,GO:BP,maintenance of synapse structure,21026,18885,
query_1,TRUE,0.03174999549676332,40,4186,16,0.003822264691829909,0.4,GO:0014911,GO:BP,positive regulation of smooth muscle cell migration,21026,4763,
query_1,TRUE,0.03196978557072849,6,4726,5,0.0010579771476936098,0.8333333333333334,GO:0060369,GO:BP,positive regulation of Fc receptor mediated stimulatory signaling pathway,21026,14368,
query_1,TRUE,0.03229729304783974,2,1118,2,0.0017889087656529517,1,GO:0071955,GO:BP,recycling endosome to Golgi transport,21026,16771,
query_1,TRUE,0.03259230068894332,1,60,1,0.016666666666666666,1,GO:0045769,GO:BP,negative regulation of asymmetric cell division,21026,11441,
query_1,TRUE,0.032603389039518205,12,2874,6,0.0020876826722338203,0.5,GO:0034154,GO:BP,toll-like receptor 7 signaling pathway,21026,8399,
query_1,TRUE,0.032603389039518205,8,4896,6,0.0012254901960784314,0.75,GO:0007077,GO:BP,mitotic nuclear membrane disassembly,21026,2653,
query_1,TRUE,0.03261185731254026,3,657,2,0.0030441400304414,0.6666666666666666,GO:0032240,GO:BP,negative regulation of nucleobase-containing compound transport,21026,7373,
query_1,TRUE,0.032810352094657075,152,407,9,0.022113022113022112,0.05921052631578947,GO:0001890,GO:BP,placenta development,21026,514,
query_1,TRUE,0.03299370900426175,57,3119,17,0.0054504648925937805,0.2982456140350877,GO:0098900,GO:BP,regulation of action potential,21026,18684,
query_1,TRUE,0.03300922657791361,7,2140,4,0.001869158878504673,0.5714285714285714,GO:0006370,GO:BP,7-methylguanosine mRNA capping,21026,2137,
query_1,TRUE,0.033113358427992574,167,4796,54,0.011259382819015847,0.32335329341317365,GO:0031929,GO:BP,TOR signaling,21026,7248,
query_1,TRUE,0.033113358427992574,174,4485,53,0.01181716833890747,0.3045977011494253,GO:0002753,GO:BP,cytoplasmic pattern recognition receptor signaling pathway,21026,1262,
query_1,TRUE,0.033113358427992574,614,2408,93,0.038621262458471764,0.15146579804560262,GO:0048729,GO:BP,tissue morphogenesis,21026,12819,
query_1,TRUE,0.033113358427992574,414,5421,132,0.024349750968456003,0.3188405797101449,GO:0043161,GO:BP,proteasome-mediated ubiquitin-dependent protein catabolic process,21026,10465,
query_1,TRUE,0.033156829812764174,101,3975,31,0.00779874213836478,0.3069306930693069,GO:0061387,GO:BP,regulation of extent of cell growth,21026,15242,
query_1,TRUE,0.03325844428075895,29,5513,15,0.0027208416470161437,0.5172413793103449,GO:0021801,GO:BP,cerebral cortex radial glia-guided migration,21026,6347,
query_1,TRUE,0.03325844428075895,29,5513,15,0.0027208416470161437,0.5172413793103449,GO:0022030,GO:BP,telencephalon glial cell migration,21026,6550,
query_1,TRUE,0.033332994759429996,23,4294,11,0.0025617140195621797,0.4782608695652174,GO:0048015,GO:BP,phosphatidylinositol-mediated signaling,21026,12304,
query_1,TRUE,0.033332994759429996,62,3369,19,0.005639655684179281,0.3064516129032258,GO:0006383,GO:BP,transcription by RNA polymerase III,21026,2140,
query_1,TRUE,0.03345845709775203,177,4408,53,0.012023593466424683,0.2994350282485876,GO:0009267,GO:BP,cellular response to starvation,21026,3418,
query_1,TRUE,0.03361781601057143,40,4217,16,0.00379416646905383,0.4,GO:1904646,GO:BP,cellular response to amyloid-beta,21026,23608,
query_1,TRUE,0.03361781601057143,576,4195,142,0.03384982121573302,0.2465277777777778,GO:0002694,GO:BP,regulation of leukocyte activation,21026,1210,
query_1,TRUE,0.03404984288708601,8,4951,6,0.001211876388608362,0.75,GO:0061511,GO:BP,centriole elongation,21026,15297,
query_1,TRUE,0.03436490427636518,34,4110,14,0.0034063260340632603,0.4117647058823529,GO:0032743,GO:BP,positive regulation of interleukin-2 production,21026,7732,
query_1,TRUE,0.03437638645559552,92,4408,31,0.007032667876588022,0.33695652173913043,GO:0046849,GO:BP,bone remodeling,21026,12234,
query_1,TRUE,0.034824164294463535,100,5114,37,0.007235041063746578,0.37,GO:0051588,GO:BP,regulation of neurotransmitter transport,21026,13615,
query_1,TRUE,0.03500409250910923,17,2659,7,0.0026325686348251222,0.4117647058823529,GO:0046653,GO:BP,tetrahydrofolate metabolic process,21026,12123,
query_1,TRUE,0.03500409250910923,47,4236,18,0.00424929178470255,0.3829787234042553,GO:0010634,GO:BP,positive regulation of epithelial cell migration,21026,4263,
query_1,TRUE,0.035008839019233316,150,583,11,0.018867924528301886,0.07333333333333333,GO:0090101,GO:BP,negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,21026,17784,
query_1,TRUE,0.03507628275402213,260,4163,70,0.016814797021378815,0.2692307692307692,GO:0042326,GO:BP,negative regulation of phosphorylation,21026,10001,
query_1,TRUE,0.03507628275402213,182,3490,45,0.012893982808022923,0.24725274725274726,GO:0071478,GO:BP,cellular response to radiation,21026,16480,
query_1,TRUE,0.035383770886838924,1,67,1,0.014925373134328358,1,GO:1904905,GO:BP,negative regulation of endothelial cell-matrix adhesion via fibronectin,21026,23824,
query_1,TRUE,0.035469811642367406,4,5001,4,7.998400319936012e-4,1,GO:0140469,GO:BP,GCN2-mediated signaling,21026,19535,
query_1,TRUE,0.035576658763951226,4,5006,4,7.990411506192569e-4,1,GO:0071932,GO:BP,replication fork reversal,21026,16757,
query_1,TRUE,0.03564692851982378,70,583,7,0.012006861063464836,0.1,GO:0003208,GO:BP,cardiac ventricle morphogenesis,21026,1636,
query_1,TRUE,0.03576994265334622,1,68,1,0.014705882352941176,1,GO:0033301,GO:BP,cell cycle comprising mitosis without cytokinesis,21026,8057,
query_1,TRUE,0.035876542331314036,17,378,3,0.007936507936507936,0.17647058823529413,GO:1900221,GO:BP,regulation of amyloid-beta clearance,21026,20230,
query_1,TRUE,0.035876542331314036,136,4755,45,0.00946372239747634,0.33088235294117646,GO:0002821,GO:BP,positive regulation of adaptive immune response,21026,1329,
query_1,TRUE,0.03592524426583496,2331,3835,474,0.12359843546284224,0.20334620334620335,GO:0048584,GO:BP,positive regulation of response to stimulus,21026,12688,
query_1,TRUE,0.03603049193091262,140,2234,26,0.011638316920322292,0.18571428571428572,GO:0008360,GO:BP,regulation of cell shape,21026,3165,
query_1,TRUE,0.03624531768715684,4,501,2,0.003992015968063872,0.5,GO:0033023,GO:BP,mast cell homeostasis,21026,7927,
query_1,TRUE,0.036612133011253004,235,4236,65,0.015344664778092541,0.2765957446808511,GO:0001667,GO:BP,ameboidal-type cell migration,21026,376,
query_1,TRUE,0.03670641365414815,45,140,3,0.02142857142857143,0.06666666666666667,GO:0030574,GO:BP,collagen catabolic process,21026,6809,
query_1,TRUE,0.036867550045979844,48,4515,19,0.004208194905869324,0.3958333333333333,GO:0071763,GO:BP,nuclear membrane organization,21026,16662,
query_1,TRUE,0.036882450511301776,1576,4172,355,0.08509108341323106,0.22525380710659898,GO:0045595,GO:BP,regulation of cell differentiation,21026,11284,
query_1,TRUE,0.0371618019690523,51,1043,8,0.007670182166826462,0.1568627450980392,GO:1990090,GO:BP,cellular response to nerve growth factor stimulus,21026,24644,
query_1,TRUE,0.0371618019690523,597,4515,156,0.0345514950166113,0.2613065326633166,GO:0061919,GO:BP,process utilizing autophagic mechanism,21026,15503,
query_1,TRUE,0.0371618019690523,440,4007,107,0.026703269278762168,0.2431818181818182,GO:0043434,GO:BP,response to peptide hormone,21026,10594,
query_1,TRUE,0.0371618019690523,597,4515,156,0.0345514950166113,0.2613065326633166,GO:0006914,GO:BP,autophagy,21026,2552,
query_1,TRUE,0.03718358311195126,63,5555,27,0.00486048604860486,0.42857142857142855,GO:0006278,GO:BP,RNA-templated DNA biosynthetic process,21026,2086,
query_1,TRUE,0.03742676575053572,38,2859,12,0.004197271773347324,0.3157894736842105,GO:0031112,GO:BP,positive regulation of microtubule polymerization or depolymerization,21026,7000,
query_1,TRUE,0.03777838342785788,268,583,16,0.0274442538593482,0.05970149253731343,GO:0090092,GO:BP,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,21026,17778,
query_1,TRUE,0.037886404419311084,2192,4019,467,0.11619805921871112,0.21304744525547445,GO:0070887,GO:BP,cellular response to chemical stimulus,21026,16130,
query_1,TRUE,0.03836995228748984,136,4639,44,0.009484802759215347,0.3235294117647059,GO:0030048,GO:BP,actin filament-based movement,21026,6634,
query_1,TRUE,0.038431789635772484,7,3963,5,0.0012616704516780217,0.7142857142857143,GO:1903944,GO:BP,negative regulation of hepatocyte apoptotic process,21026,23058,
query_1,TRUE,0.038431789635772484,45,2714,13,0.004789977892409728,0.28888888888888886,GO:0048247,GO:BP,lymphocyte chemotaxis,21026,12438,
query_1,TRUE,0.038431789635772484,53,3440,17,0.004941860465116279,0.32075471698113206,GO:0030834,GO:BP,regulation of actin filament depolymerization,21026,6882,
query_1,TRUE,0.038565670555206794,206,3790,53,0.013984168865435357,0.25728155339805825,GO:0051345,GO:BP,positive regulation of hydrolase activity,21026,13487,
query_1,TRUE,0.03868373047803417,8,1918,4,0.0020855057351407717,0.5,GO:0003223,GO:BP,ventricular compact myocardium morphogenesis,21026,1651,
query_1,TRUE,0.03876915215877776,22,299,3,0.010033444816053512,0.13636363636363635,GO:0000729,GO:BP,DNA double-strand break processing,21026,204,
query_1,TRUE,0.03881355271651457,28,793,5,0.006305170239596469,0.17857142857142858,GO:0045742,GO:BP,positive regulation of epidermal growth factor receptor signaling pathway,21026,11420,
query_1,TRUE,0.03881355271651457,481,3982,115,0.028879959819186337,0.2390852390852391,GO:0002443,GO:BP,leukocyte mediated immunity,21026,964,
query_1,TRUE,0.03914583412729836,59,3620,19,0.005248618784530387,0.3220338983050847,GO:0060612,GO:BP,adipose tissue development,21026,14577,
query_1,TRUE,0.03914583412729836,80,1839,15,0.008156606851549755,0.1875,GO:0000079,GO:BP,regulation of cyclin-dependent protein serine/threonine kinase activity,21026,29,
query_1,TRUE,0.03914583412729836,26,5060,13,0.002569169960474308,0.5,GO:0019985,GO:BP,translesion synthesis,21026,6043,
query_1,TRUE,0.03924609023007553,6,5001,5,9.998000399920016e-4,0.8333333333333334,GO:0036491,GO:BP,regulation of translation initiation in response to endoplasmic reticulum stress,21026,9538,
query_1,TRUE,0.03924609023007553,6,5001,5,9.998000399920016e-4,0.8333333333333334,GO:0036492,GO:BP,eiF2alpha phosphorylation in response to endoplasmic reticulum stress,21026,9539,
query_1,TRUE,0.039649366143545604,26,3,1,0.3333333333333333,0.038461538461538464,GO:0001835,GO:BP,blastocyst hatching,21026,490,
query_1,TRUE,0.039649366143545604,26,3,1,0.3333333333333333,0.038461538461538464,GO:0035188,GO:BP,hatching,21026,8813,
query_1,TRUE,0.039649366143545604,26,3,1,0.3333333333333333,0.038461538461538464,GO:0071684,GO:BP,organism emergence from protective structure,21026,16624,
query_1,TRUE,0.0396580036496529,41,1043,7,0.006711409395973154,0.17073170731707318,GO:0038179,GO:BP,neurotrophin signaling pathway,21026,9666,
query_1,TRUE,0.04009575396933981,11,2257,5,0.002215330084182543,0.45454545454545453,GO:0046794,GO:BP,transport of virus,21026,12205,
