query,significant,p_value,term_size,query_size,intersection_size,precision,recall,term_id,source,term_name,effective_domain_size,source_order,parents
query_1,TRUE,0.04009575396933981,11,2257,5,0.002215330084182543,0.45454545454545453,GO:0075733,GO:BP,intracellular transport of virus,21026,17533,
query_1,TRUE,0.04019570184139461,22,1514,6,0.003963011889035667,0.2727272727272727,GO:0001832,GO:BP,blastocyst growth,21026,487,
query_1,TRUE,0.04019570184139461,115,5573,44,0.007895209043603087,0.3826086956521739,GO:0045446,GO:BP,endothelial cell differentiation,21026,11217,
query_1,TRUE,0.04031793877643314,108,5443,41,0.00753261069263274,0.37962962962962965,GO:0031398,GO:BP,positive regulation of protein ubiquitination,21026,7115,
query_1,TRUE,0.04031793877643314,100,5170,37,0.007156673114119922,0.37,GO:0050773,GO:BP,regulation of dendrite development,21026,13076,
query_1,TRUE,0.04035649673693003,20,3654,9,0.0024630541871921183,0.45,GO:0090141,GO:BP,positive regulation of mitochondrial fission,21026,17819,
query_1,TRUE,0.04052787966627373,2,1300,2,0.0015384615384615385,1,GO:0061582,GO:BP,intestinal epithelial cell migration,21026,15354,
query_1,TRUE,0.04068916066991764,13,1866,5,0.0026795284030010718,0.38461538461538464,GO:0098880,GO:BP,maintenance of postsynaptic specialization structure,21026,18677,
query_1,TRUE,0.040738000873222525,19,3889,9,0.0023142195937258937,0.47368421052631576,GO:0035372,GO:BP,protein localization to microtubule,21026,8941,
query_1,TRUE,0.040738000873222525,310,4225,82,0.019408284023668638,0.2645161290322581,GO:0048638,GO:BP,regulation of developmental growth,21026,12729,
query_1,TRUE,0.0409270600669671,37,2987,12,0.004017408771342484,0.32432432432432434,GO:1900225,GO:BP,regulation of NLRP3 inflammasome complex assembly,21026,20233,
query_1,TRUE,0.0409270600669671,113,5025,40,0.007960199004975124,0.35398230088495575,GO:0120034,GO:BP,positive regulation of plasma membrane bounded cell projection assembly,21026,19208,
query_1,TRUE,0.0409270600669671,14,2536,6,0.002365930599369085,0.42857142857142855,GO:0072283,GO:BP,metanephric renal vesicle morphogenesis,21026,17079,
query_1,TRUE,0.04095426406880489,26,2714,9,0.003316138540899042,0.34615384615384615,GO:0010818,GO:BP,T cell chemotaxis,21026,4413,
query_1,TRUE,0.04095681667622763,4,2140,3,0.0014018691588785046,0.75,GO:0031442,GO:BP,positive regulation of mRNA 3'-end processing,21026,7129,
query_1,TRUE,0.04095681667622763,86,4396,29,0.0065969062784349405,0.3372093023255814,GO:0032456,GO:BP,endocytic recycling,21026,7517,
query_1,TRUE,0.04100437800519452,17,836,4,0.004784688995215311,0.23529411764705882,GO:0072520,GO:BP,seminiferous tubule development,21026,17188,
query_1,TRUE,0.041058557041108466,4,5259,4,7.606008746910059e-4,1,GO:1903373,GO:BP,positive regulation of endoplasmic reticulum tubular network organization,21026,22623,
query_1,TRUE,0.041353573708000316,6,2835,4,0.0014109347442680777,0.6666666666666666,GO:0007185,GO:BP,cell surface receptor protein tyrosine phosphatase signaling pathway,21026,2730,
query_1,TRUE,0.04146366289846635,55,1449,10,0.006901311249137336,0.18181818181818182,GO:0048286,GO:BP,lung alveolus development,21026,12461,
query_1,TRUE,0.04146366289846635,44,2151,11,0.005113900511390051,0.25,GO:0009126,GO:BP,purine nucleoside monophosphate metabolic process,21026,3279,
query_1,TRUE,0.041530203762788515,15,2351,6,0.002552105487026797,0.4,GO:0046831,GO:BP,regulation of RNA export from nucleus,21026,12221,
query_1,TRUE,0.041575038536550146,267,4512,76,0.016843971631205674,0.2846441947565543,GO:0002221,GO:BP,pattern recognition receptor signaling pathway,21026,753,
query_1,TRUE,0.041633771197883675,2,42,1,0.023809523809523808,0.5,GO:0021698,GO:BP,cerebellar cortex structural organization,21026,6249,
query_1,TRUE,0.041633771197883675,2,42,1,0.023809523809523808,0.5,GO:0021693,GO:BP,cerebellar Purkinje cell layer structural organization,21026,6244,
query_1,TRUE,0.041656845295095585,11,4726,7,0.0014811680067710537,0.6363636363636364,GO:0060368,GO:BP,regulation of Fc receptor mediated stimulatory signaling pathway,21026,14367,
query_1,TRUE,0.04205255749174838,13,5001,8,0.0015996800639872025,0.6153846153846154,GO:0043558,GO:BP,regulation of translational initiation in response to stress,21026,10672,
query_1,TRUE,0.04205255749174838,1,85,1,0.011764705882352941,1,GO:1903096,GO:BP,protein localization to meiotic spindle midzone,21026,22449,
query_1,TRUE,0.04205255749174838,1,85,1,0.011764705882352941,1,GO:1905359,GO:BP,protein localization to meiotic spindle,21026,24172,
query_1,TRUE,0.042084110347813244,13,3830,7,0.0018276762402088772,0.5384615384615384,GO:0072182,GO:BP,regulation of nephron tubule epithelial cell differentiation,21026,16979,
query_1,TRUE,0.04208885191549516,28,2038,8,0.003925417075564278,0.2857142857142857,GO:0047497,GO:BP,mitochondrion transport along microtubule,21026,12292,
query_1,TRUE,0.04208885191549516,28,2038,8,0.003925417075564278,0.2857142857142857,GO:0034643,GO:BP,"establishment of mitochondrion localization, microtubule-mediated",21026,8640,
query_1,TRUE,0.04214522833282749,136,3737,37,0.009900990099009901,0.27205882352941174,GO:0030218,GO:BP,erythrocyte differentiation,21026,6689,
query_1,TRUE,0.04223704438449193,442,3407,93,0.02729674200176108,0.21040723981900453,GO:0051223,GO:BP,regulation of protein transport,21026,13395,
query_1,TRUE,0.04223704438449193,7,301,2,0.006644518272425249,0.2857142857142857,GO:0090521,GO:BP,podocyte cell migration,21026,18097,
query_1,TRUE,0.04223704438449193,3,786,2,0.002544529262086514,0.6666666666666666,GO:0033624,GO:BP,negative regulation of integrin activation,21026,8265,
query_1,TRUE,0.04230938929353164,2,1347,2,0.0014847809948032665,1,GO:0033696,GO:BP,heterochromatin boundary formation,21026,8294,
query_1,TRUE,0.04264480846230987,34,2038,9,0.004416094210009814,0.2647058823529412,GO:0051654,GO:BP,establishment of mitochondrion localization,21026,13677,
query_1,TRUE,0.04269313663688697,6,2874,4,0.0013917884481558804,0.6666666666666666,GO:0034158,GO:BP,toll-like receptor 8 signaling pathway,21026,8403,
query_1,TRUE,0.04269313663688697,6,2874,4,0.0013917884481558804,0.6666666666666666,GO:0034157,GO:BP,positive regulation of toll-like receptor 7 signaling pathway,21026,8402,
query_1,TRUE,0.042700597211899685,3085,2418,399,0.16501240694789082,0.1293354943273906,GO:0048513,GO:BP,animal organ development,21026,12631,
query_1,TRUE,0.04327853536847463,31,4722,14,0.002964845404489623,0.45161290322580644,GO:1902751,GO:BP,positive regulation of cell cycle G2/M phase transition,21026,22172,
query_1,TRUE,0.043286021904749714,430,615,23,0.03739837398373984,0.053488372093023255,GO:0060537,GO:BP,muscle tissue development,21026,14515,
query_1,TRUE,0.04329005286954307,178,4558,54,0.01184730144800351,0.30337078651685395,GO:0010970,GO:BP,transport along microtubule,21026,4526,
query_1,TRUE,0.043366413239066495,27,5555,14,0.0025202520252025204,0.5185185185185185,GO:0016233,GO:BP,telomere capping,21026,5153,
query_1,TRUE,0.04345784723780212,56,772,7,0.009067357512953367,0.125,GO:0086065,GO:BP,cell communication involved in cardiac conduction,21026,17684,
query_1,TRUE,0.043568685731022905,50,869,7,0.00805523590333717,0.14,GO:0044331,GO:BP,cell-cell adhesion mediated by cadherin,21026,10859,
query_1,TRUE,0.04370513185834017,1,90,1,0.011111111111111112,1,GO:0000921,GO:BP,septin ring assembly,21026,252,
query_1,TRUE,0.04370513185834017,18,2628,7,0.002663622526636225,0.3888888888888889,GO:0055119,GO:BP,relaxation of cardiac muscle,21026,14052,
query_1,TRUE,0.04370795083004698,119,1617,18,0.011131725417439703,0.15126050420168066,GO:0001824,GO:BP,blastocyst development,21026,479,
query_1,TRUE,0.04370795083004698,242,3385,55,0.01624815361890694,0.22727272727272727,GO:0071900,GO:BP,regulation of protein serine/threonine kinase activity,21026,16740,
query_1,TRUE,0.04377191272672665,28,4722,13,0.0027530707327403643,0.4642857142857143,GO:0010971,GO:BP,positive regulation of G2/M transition of mitotic cell cycle,21026,4527,
query_1,TRUE,0.04383256103040946,22,1070,5,0.004672897196261682,0.22727272727272727,GO:0036315,GO:BP,cellular response to sterol,21026,9473,
query_1,TRUE,0.04397675127896862,218,2454,39,0.01589242053789731,0.17889908256880735,GO:0016311,GO:BP,dephosphorylation,21026,5174,
query_1,TRUE,0.04406291548422515,53,1043,8,0.007670182166826462,0.1509433962264151,GO:1990089,GO:BP,response to nerve growth factor,21026,24643,
query_1,TRUE,0.04426456965933437,208,4777,64,0.013397529830437514,0.3076923076923077,GO:0051651,GO:BP,maintenance of location in cell,21026,13674,
query_1,TRUE,0.044405998585509907,14,1067,4,0.0037488284910965324,0.2857142857142857,GO:0033147,GO:BP,negative regulation of intracellular estrogen receptor signaling pathway,21026,8003,
query_1,TRUE,0.044463749742595586,19,3963,9,0.002271006813020439,0.47368421052631576,GO:0097284,GO:BP,hepatocyte apoptotic process,21026,18334,
query_1,TRUE,0.04482070055075034,976,4304,233,0.05413568773234201,0.2387295081967213,GO:0030097,GO:BP,hemopoiesis,21026,6642,
query_1,TRUE,0.04482070055075034,11,3481,6,0.0017236426314277506,0.5454545454545454,GO:0048304,GO:BP,positive regulation of isotype switching to IgG isotypes,21026,12478,
query_1,TRUE,0.04482070055075034,709,986,49,0.04969574036511156,0.0691114245416079,GO:0006897,GO:BP,endocytosis,21026,2540,
query_1,TRUE,0.045231664163604225,15,1644,5,0.0030413625304136255,0.3333333333333333,GO:0030174,GO:BP,regulation of DNA-templated DNA replication initiation,21026,6663,
query_1,TRUE,0.045439317529154206,27,869,5,0.005753739930955121,0.18518518518518517,GO:0048011,GO:BP,neurotrophin TRK receptor signaling pathway,21026,12300,
query_1,TRUE,0.045446208525833205,4,2252,3,0.0013321492007104796,0.75,GO:0035583,GO:BP,sequestering of TGFbeta in extracellular matrix,21026,9035,
query_1,TRUE,0.04548481353862121,1680,4169,375,0.0899496282082034,0.22321428571428573,GO:0048585,GO:BP,negative regulation of response to stimulus,21026,12689,
query_1,TRUE,0.0455676391089243,16,454,3,0.006607929515418502,0.1875,GO:2001034,GO:BP,positive regulation of double-strand break repair via nonhomologous end joining,21026,25828,
query_1,TRUE,0.0455676391089243,90,3838,27,0.0070349140177175615,0.3,GO:0034644,GO:BP,cellular response to UV,21026,8641,
query_1,TRUE,0.0455676391089243,95,4365,31,0.007101947308132875,0.3263157894736842,GO:1900182,GO:BP,positive regulation of protein localization to nucleus,21026,20194,
query_1,TRUE,0.04560376514320221,256,2989,52,0.017397122783539644,0.203125,GO:0045927,GO:BP,positive regulation of growth,21026,11559,
query_1,TRUE,0.04562110304720522,1,96,1,0.010416666666666666,1,GO:1905326,GO:BP,positive regulation of meiosis I spindle assembly checkpoint,21026,24146,
query_1,TRUE,0.04562110304720522,94,3119,24,0.0076947739660147485,0.2553191489361702,GO:0061337,GO:BP,cardiac conduction,21026,15203,
query_1,TRUE,0.04562110304720522,6,376,2,0.005319148936170213,0.3333333333333333,GO:1905203,GO:BP,regulation of connective tissue replacement,21026,24049,
query_1,TRUE,0.04562110304720522,1607,3414,299,0.08758055067369655,0.18606098319850653,GO:0051049,GO:BP,regulation of transport,21026,13286,
query_1,TRUE,0.04579722591991179,62,228,4,0.017543859649122806,0.06451612903225806,GO:0097035,GO:BP,regulation of membrane lipid distribution,21026,18213,
query_1,TRUE,0.04579722591991179,5,461,2,0.004338394793926247,0.4,GO:0009786,GO:BP,regulation of asymmetric cell division,21026,3658,
query_1,TRUE,0.04585517809893479,24,1928,7,0.0036307053941908715,0.2916666666666667,GO:0009048,GO:BP,dosage compensation by inactivation of X chromosome,21026,3214,
query_1,TRUE,0.04585517809893479,144,2226,26,0.011680143755615454,0.18055555555555555,GO:0006470,GO:BP,protein dephosphorylation,21026,2201,
query_1,TRUE,0.04590620748997791,92,2129,18,0.008454673555659934,0.1956521739130435,GO:2000278,GO:BP,regulation of DNA biosynthetic process,21026,25163,
query_1,TRUE,0.046069345202107995,7,4204,5,0.0011893434823977164,0.7142857142857143,GO:0099545,GO:BP,trans-synaptic signaling by trans-synaptic complex,21026,18872,
query_1,TRUE,0.046069345202107995,494,3983,117,0.02937484308310319,0.23684210526315788,GO:0002757,GO:BP,immune response-activating signaling pathway,21026,1266,
query_1,TRUE,0.046069345202107995,3,840,2,0.002380952380952381,0.6666666666666666,GO:0072139,GO:BP,glomerular parietal epithelial cell differentiation,21026,16936,
query_1,TRUE,0.046069345202107995,320,3527,72,0.020413949532180325,0.225,GO:0090287,GO:BP,regulation of cellular response to growth factor stimulus,21026,17935,
query_1,TRUE,0.046069345202107995,3,840,2,0.002380952380952381,0.6666666666666666,GO:2000768,GO:BP,positive regulation of nephron tubule epithelial cell differentiation,21026,25579,
query_1,TRUE,0.046069345202107995,6,5259,5,9.507510933637574e-4,0.8333333333333334,GO:1903371,GO:BP,regulation of endoplasmic reticulum tubular network organization,21026,22621,
query_1,TRUE,0.046083872850665814,10,3963,6,0.001514004542013626,0.6,GO:2000756,GO:BP,regulation of peptidyl-lysine acetylation,21026,25568,
query_1,TRUE,0.046220930890314926,51,4681,20,0.004272591326639607,0.39215686274509803,GO:0030330,GO:BP,"DNA damage response, signal transduction by p53 class mediator",21026,6742,
query_1,TRUE,0.04626393037827883,22,2728,8,0.002932551319648094,0.36363636363636365,GO:0031954,GO:BP,positive regulation of protein autophosphorylation,21026,7261,
query_1,TRUE,0.04626393037827883,13,573,3,0.005235602094240838,0.23076923076923078,GO:0097709,GO:BP,connective tissue replacement,21026,18489,
query_1,TRUE,0.04638367504723277,2,1445,2,0.001384083044982699,1,GO:1903964,GO:BP,monounsaturated fatty acid metabolic process,21026,23071,
query_1,TRUE,0.04638367504723277,26,4558,12,0.0026327336551118913,0.46153846153846156,GO:0034453,GO:BP,microtubule anchoring,21026,8578,
query_1,TRUE,0.04638367504723277,5,3834,4,0.0010432968179447052,0.8,GO:0061550,GO:BP,cranial ganglion development,21026,15331,
query_1,TRUE,0.046432916073357554,103,3502,28,0.00799543118218161,0.27184466019417475,GO:1990830,GO:BP,cellular response to leukemia inhibitory factor,21026,24872,
query_1,TRUE,0.046432916073357554,13,3932,7,0.001780264496439471,0.5384615384615384,GO:0071679,GO:BP,commissural neuron axon guidance,21026,16621,
query_1,TRUE,0.04653766350837375,5,469,2,0.0042643923240938165,0.4,GO:0051793,GO:BP,medium-chain fatty acid catabolic process,21026,13746,
query_1,TRUE,0.04656185522358871,73,5578,30,0.005378271782000717,0.410958904109589,GO:0003281,GO:BP,ventricular septum development,21026,1702,
query_1,TRUE,0.04660913237090526,854,3275,161,0.04916030534351145,0.1885245901639344,GO:0071345,GO:BP,cellular response to cytokine stimulus,21026,16367,
query_1,TRUE,0.04660913237090526,6,2983,4,0.0013409319477036541,0.6666666666666666,GO:0071680,GO:BP,response to indole-3-methanol,21026,16622,
query_1,TRUE,0.04660913237090526,93,2454,20,0.008149959250203748,0.21505376344086022,GO:0010507,GO:BP,negative regulation of autophagy,21026,4165,
query_1,TRUE,0.04666919735484126,131,5478,48,0.008762322015334063,0.366412213740458,GO:1903322,GO:BP,positive regulation of protein modification by small protein conjugation or removal,21026,22576,
query_1,TRUE,0.04681401636172498,5,3852,4,0.0010384215991692627,0.8,GO:0036493,GO:BP,positive regulation of translation in response to endoplasmic reticulum stress,21026,9540,
query_1,TRUE,0.04736472108486586,884,4051,201,0.049617378425080225,0.22737556561085973,GO:0044093,GO:BP,positive regulation of molecular function,21026,10818,
query_1,TRUE,0.04752770727514786,48,301,4,0.013289036544850499,0.08333333333333333,GO:0061756,GO:BP,leukocyte adhesion to vascular endothelial cell,21026,15433,
query_1,TRUE,0.047575659540179366,65,2602,16,0.006149116064565719,0.24615384615384617,GO:0048814,GO:BP,regulation of dendrite morphogenesis,21026,12893,
query_1,TRUE,0.047575659540179366,36,655,5,0.007633587786259542,0.1388888888888889,GO:0021772,GO:BP,olfactory bulb development,21026,6320,
query_1,TRUE,0.047596442066362064,30,793,5,0.006305170239596469,0.16666666666666666,GO:1901186,GO:BP,positive regulation of ERBB signaling pathway,21026,21014,
query_1,TRUE,0.04777646442132117,13,583,3,0.005145797598627788,0.23076923076923078,GO:0036302,GO:BP,atrioventricular canal development,21026,9466,
query_1,TRUE,0.04777646442132117,41,2748,12,0.004366812227074236,0.2926829268292683,GO:0010737,GO:BP,protein kinase A signaling,21026,4343,
query_1,TRUE,0.04795789173839085,922,4528,231,0.05101590106007067,0.25054229934924077,GO:0098657,GO:BP,import into cell,21026,18564,
query_1,TRUE,0.0484917811218351,29,1190,6,0.005042016806722689,0.20689655172413793,GO:0070977,GO:BP,bone maturation,21026,16181,
query_1,TRUE,0.048551593160121545,75,3318,21,0.006329113924050633,0.28,GO:0043954,GO:BP,cellular component maintenance,21026,10784,
query_1,TRUE,0.048551593160121545,48,4315,18,0.004171494785631518,0.375,GO:0006513,GO:BP,protein monoubiquitination,21026,2228,
query_1,TRUE,0.04860120037494598,35,420,4,0.009523809523809525,0.11428571428571428,GO:0040020,GO:BP,regulation of meiotic nuclear division,21026,9817,
query_1,TRUE,0.04862804094812473,1326,4123,297,0.07203492602473927,0.2239819004524887,GO:0009968,GO:BP,negative regulation of signal transduction,21026,3791,
query_1,TRUE,0.048664292599116026,39,376,4,0.010638297872340425,0.10256410256410256,GO:0045616,GO:BP,regulation of keratinocyte differentiation,21026,11305,
query_1,TRUE,0.04867090606934631,25,5492,13,0.0023670793882010197,0.52,GO:0035020,GO:BP,regulation of Rac protein signal transduction,21026,8698,
