logFC	AveExpr	t	P.Value	adj.P.Val	B	ensembl_id	ensembl_clean
1.4219507871671166	11.61437507805462	9.63699208384797	1.5183491597687283e-18	1.1795986172076211e-17	31.00764551208717	ENSG00000135269.18	ENSG00000135269
1.7867118715911812	2.9666199756941114	9.636384308936512	1.5246700677949383e-18	1.1843576170116656e-17	31.00352511415571	ENSG00000233056.3	ENSG00000233056
1.516188021980165	9.092449981199008	9.634837582435578	1.5408743987093291e-18	1.1966385997402115e-17	30.993039584503354	ENSG00000158966.16	ENSG00000158966
2.271943478392403	2.808895438476295	9.63229512270528	1.5678834090910182e-18	1.21730202989199e-17	30.975805277959484	ENSG00000173212.4	ENSG00000173212
1.655821849960613	9.892058854971138	9.631508367677473	1.5763362202637964e-18	1.2237081535858954e-17	30.97047255498156	ENSG00000198795.11	ENSG00000198795
1.5283975429018868	10.783104434793891	9.631402964704618	1.5774720944306356e-18	1.2244332341415527e-17	30.969758133915622	ENSG00000133985.3	ENSG00000133985
1.833894389108188	7.5880259892380675	9.630553362119258	1.5866575922344035e-18	1.231405444536066e-17	30.96399964494101	ENSG00000212916.4	ENSG00000212916
1.5976794655551656	3.9526839923024815	9.624901697218013	1.6491287787654287e-18	1.279725620057706e-17	30.925698654482655	ENSG00000265975.1	ENSG00000265975
1.4797428118422695	1.362856646173026	9.622402095227711	1.6775325275915209e-18	1.3016004492670971e-17	30.90876189680784	ENSG00000266283.1	ENSG00000266283
1.1149315746391075	1.9929148499074527	9.621763651671532	1.6848649993600552e-18	1.3070095704747011e-17	30.90443622732848	ENSG00000199476.1	ENSG00000199476
